Hugo_Symbol,name,recon_1
RP11-156E8.1,RP11-156E8.1,1.2608
MFI2,MFI2,5.8262777
RFX4,RFX4,5.65687
FOXJ1,FOXJ1,1.75188
COL2A1,COL2A1,4.8692546
PRDX4,PRDX4,7.1450024
C10orf68,C10orf68,5.5784097
TSPAN4,TSPAN4,7.429347
ADAM15,ADAM15,6.5503054
CCL3L3,CCL3L3,10.146749
SLC5A5,SLC5A5,11.383045
FUCA2,FUCA2,6.950781
INPP5A,INPP5A,9.998903
PIP4K2B,PIP4K2B,6.3024035
ZFC3H1,ZFC3H1,7.8418455
CLPSL1,CLPSL1,3.7064857
PGM1,PGM1,5.5428185
NDUFB6,NDUFB6,6.20893
DSC1,DSC1,3.780587
MPHOSPH10,MPHOSPH10,5.360672
CASP14,CASP14,11.619478
TSEN34,TSEN34,5.8966794
RAD54L2,RAD54L2,3.6499715
TNRC6A,TNRC6A,4.712679
SHCBP1L,SHCBP1L,13.857355
TNIP2,TNIP2,8.887323
ACTR5,ACTR5,4.291608
TGM7,TGM7,3.2928343
TRMT10A,TRMT10A,4.223525
CABLES1,CABLES1,8.160968
AL626787.1,AL626787.1,1.222246
CD72,CD72,6.2255006
SLC12A3,SLC12A3,4.411215
LRRC55,LRRC55,3.6693716
ABHD6,ABHD6,6.8352737
NANOS3,NANOS3,2.2773306
C1QTNF1,C1QTNF1,7.5084734
HMGCL,HMGCL,6.4984293
ATP5S,ATP5S,8.87444
TTLL5,TTLL5,8.116766
RP11-122A3.2,RP11-122A3.2,12.716197
TIMM50,TIMM50,7.0996275
DZIP1,DZIP1,8.939859
CCDC25,CCDC25,8.220479
SYBU,SYBU,3.452018
KLK4,KLK4,5.0607123
FNDC3A,FNDC3A,5.18778
HIST2H3C,HIST2H3C,8.391879
RNF115,RNF115,6.7622523
UBL4B,UBL4B,0.87970084
GAD1,GAD1,5.8372784
RBCK1,RBCK1,6.1671495
TP63,TP63,8.149678
CGRRF1,CGRRF1,7.242113
MCM2,MCM2,6.189351
ARHGEF33,ARHGEF33,9.0237465
KIF16B,KIF16B,4.396164
LILRA2,LILRA2,13.018371
GPRIN3,GPRIN3,3.619233
ELAVL2,ELAVL2,7.6842513
GNL3,GNL3,6.529502
CST9L,CST9L,3.2673273
AP000295.9,AP000295.9,14.172834
PYURF,PYURF,5.914961
NADK2,NADK2,10.653765
FTSJ1,FTSJ1,7.690321
FKSG52,FKSG52,5.2403865
IKZF1,IKZF1,8.025264
CAP1,CAP1,8.077862
S100A2,S100A2,9.317364
LUZP2,LUZP2,3.1056275
SLC35B4,SLC35B4,7.812217
C4orf47,C4orf47,2.5611296
BBX,BBX,6.047922
MYBPC3,MYBPC3,5.3632607
PRKAG2,PRKAG2,5.4482665
CAP2,CAP2,7.6273265
MRGPRD,MRGPRD,9.205783
CLASP2,CLASP2,5.263383
TXNDC16,TXNDC16,6.711016
EVL,EVL,8.147672
IQCH,IQCH,2.567581
ARHGAP23,ARHGAP23,7.1969633
HPGD,HPGD,5.162268
FRMD8,FRMD8,7.49547
EGFL8,EGFL8,5.1554313
BTD,BTD,4.86086
CD81,CD81,7.765068
DHX38,DHX38,8.277074
BPIFB1,BPIFB1,2.1951218
FCF1,FCF1,6.7298017
TP53,TP53,9.818119
HSD3B1,HSD3B1,11.094859
DEFB104B,DEFB104B,11.767434
CLEC3A,CLEC3A,1.5453439
RTCB,RTCB,6.9838686
KCNN2,KCNN2,1.5793223
KIAA1984,KIAA1984,1.9062581
STAU2,STAU2,4.9849253
CC2D2B,CC2D2B,3.9904113
CAPN10,CAPN10,8.764224
MPND,MPND,4.9054837
TXLNG,TXLNG,8.629919
AL117190.2,AL117190.2,14.670358
FGG,FGG,12.342363
DUSP4,DUSP4,4.427015
SH3TC1,SH3TC1,9.563289
SHOX2,SHOX2,6.681223
AMN,AMN,6.764249
FAM132A,FAM132A,4.540768
GTF2A2,GTF2A2,6.9898553
MASP1,MASP1,4.856712
AHSP,AHSP,0.65411276
NDUFB9,NDUFB9,7.7361593
TSKU,TSKU,8.328929
SLC25A30,SLC25A30,8.901577
AC002365.1,AC002365.1,6.6994195
AFAP1L1,AFAP1L1,7.908803
RAB36,RAB36,8.8132305
UBA3,UBA3,9.92153
C19orf44,C19orf44,6.1008053
CBY3,CBY3,2.626392
RAB9A,RAB9A,9.956732
AKR1B10,AKR1B10,6.9475493
MAPK9,MAPK9,10.489283
OR3A1,OR3A1,9.65978
MSRB2,MSRB2,7.1469626
C12orf42,C12orf42,13.040528
IFIT2,IFIT2,6.580592
MLLT6,MLLT6,6.669711
ATXN1,ATXN1,4.461305
RNFT1,RNFT1,4.4091773
BOLA1,BOLA1,7.2898555
MLF1,MLF1,4.9482126
PALM,PALM,10.166094
LSM12,LSM12,5.6902766
ST13,ST13,8.016802
DCXR,DCXR,6.2196684
MOAP1,MOAP1,6.2184463
AC027228.1,AC027228.1,4.153546
SSTR5,SSTR5,10.045589
RARRES3,RARRES3,6.616388
TAL1,TAL1,3.9128048
XAGE1E,XAGE1E,2.747023
CAMK2D,CAMK2D,5.107408
CARTPT,CARTPT,7.8952975
ACACA,ACACA,5.39338
TYROBP,TYROBP,7.624104
PLAC9,PLAC9,7.528752
NAT10,NAT10,7.0027027
CAMLG,CAMLG,5.2020507
PAM16,PAM16,9.801243
PLXND1,PLXND1,8.018421
VRK1,VRK1,9.108995
HARS,HARS,5.8575425
C19orf40,C19orf40,6.4670463
NANOS2,NANOS2,0.19639142
NUTM2D,NUTM2D,8.243279
C9orf3,C9orf3,7.0461307
FANCM,FANCM,6.762986
HS3ST6,HS3ST6,6.959581
GCC1,GCC1,5.39299
LRFN5,LRFN5,3.4097896
TRIM47,TRIM47,8.399215
ZNF426,ZNF426,8.350526
PEG10,PEG10,4.801003
GTDC1,GTDC1,6.308616
ZNF654,ZNF654,6.3620667
RP11-219B4.5,RP11-219B4.5,10.399774
ELF5,ELF5,4.206637
URM1,URM1,6.1202216
MFF,MFF,6.7652264
RP11-849H4.2,RP11-849H4.2,7.287625
SERPINB6,SERPINB6,5.941798
STRN3,STRN3,9.353268
TMEM42,TMEM42,6.2829685
SRCRB4D,SRCRB4D,7.819398
RABGEF1,RABGEF1,4.9867997
TMEM116,TMEM116,7.551732
RNF44,RNF44,7.060888
TAS2R50,TAS2R50,0.18315595
SGSM3,SGSM3,7.160635
RPL10L,RPL10L,9.463122
PCMTD2,PCMTD2,4.8444343
RHOXF1,RHOXF1,0.7052489
ARRDC5,ARRDC5,0.83678645
TOR4A,TOR4A,7.25051
ZADH2,ZADH2,6.1520247
RBBP6,RBBP6,5.2384005
DMRTA1,DMRTA1,2.421491
ASPH,ASPH,7.572814
UGT2B11,UGT2B11,8.597459
CTSD,CTSD,7.711078
ALPK3,ALPK3,2.690299
ANTXRL,ANTXRL,11.046178
PRAMEF26,PRAMEF26,12.656856
RNF5,RNF5,8.302761
GVQW1,GVQW1,5.957311
RP11-812E19.9,RP11-812E19.9,2.079085
NYAP1,NYAP1,1.6658739
RNF141,RNF141,6.3672013
PRRT1,PRRT1,3.3223453
AP3S2,AP3S2,6.9656096
EGFLAM,EGFLAM,9.646144
SDF2L1,SDF2L1,7.5725284
C9orf89,C9orf89,6.5406265
FXYD6-FXYD2,FXYD6-FXYD2,9.285504
COL6A6,COL6A6,6.778099
MZT2A,MZT2A,7.5013194
FZD1,FZD1,4.7142076
PTPRT,PTPRT,4.6529818
SLC12A2,SLC12A2,4.2578063
SLC25A52,SLC25A52,4.099384
DYRK3,DYRK3,4.0291166
DKK3,DKK3,6.121514
ADIG,ADIG,6.8818955
QTRT1,QTRT1,9.832267
SPRR2D,SPRR2D,7.383952
SPACA7,SPACA7,2.9008822
NOC2L,NOC2L,6.1773615
AGTRAP,AGTRAP,7.1464844
CYP2A6,CYP2A6,10.001838
LRP1,LRP1,6.895287
INTS1,INTS1,6.5364733
TUBA3C,TUBA3C,4.708595
DMRT3,DMRT3,5.5830917
C19orf71,C19orf71,6.3839207
GINS3,GINS3,9.113248
NRXN2,NRXN2,3.1834555
DCPS,DCPS,6.394755
COX7A1,COX7A1,8.950535
APBB3,APBB3,6.162203
CTSC,CTSC,7.459776
ASPSCR1,ASPSCR1,5.2073116
GINS1,GINS1,5.5603666
METAP1D,METAP1D,7.274329
PATE2,PATE2,3.74048
MERTK,MERTK,4.019159
CTC-786C10.1,CTC-786C10.1,2.3191724
ENSA,ENSA,7.5365634
MAF,MAF,6.736094
ANXA8L1,ANXA8L1,6.8017683
SUDS3,SUDS3,5.9596634
LCN12,LCN12,13.942634
CCDC28B,CCDC28B,9.537349
CRTAM,CRTAM,2.055338
FCRL4,FCRL4,9.913757
RUNDC3B,RUNDC3B,2.5338013
RPP38,RPP38,5.024927
GTF2B,GTF2B,6.9248753
FAM184B,FAM184B,0.79772633
ARL15,ARL15,4.684595
YWHAZ,YWHAZ,7.746077
SMDT1,SMDT1,8.736285
GABARAP,GABARAP,7.7312164
SMC4,SMC4,8.7892275
POLE4,POLE4,8.709061
LPAR4,LPAR4,2.6004412
HEPHL1,HEPHL1,4.261634
TFCP2L1,TFCP2L1,4.513938
HMGCS2,HMGCS2,6.4885993
ITIH2,ITIH2,12.685785
GTPBP4,GTPBP4,6.490752
DLEU7,DLEU7,10.226257
SNRPA1,SNRPA1,6.107931
RPS21,RPS21,7.0831313
BST2,BST2,7.4872684
MGME1,MGME1,5.0912933
FLYWCH2,FLYWCH2,5.868593
CA13,CA13,9.243418
GRIN3A,GRIN3A,7.786982
AL033381.1,AL033381.1,3.8368728
SAMD11,SAMD11,2.3125446
ZCCHC24,ZCCHC24,5.4044523
ATP5G2,ATP5G2,7.683415
OVOL1,OVOL1,6.9465566
POC1B,POC1B,6.2548494
RP4-734P14.4,RP4-734P14.4,1.697609
C3orf83,C3orf83,5.4235806
GPR26,GPR26,8.112167
CTPS1,CTPS1,6.584184
NRN1,NRN1,5.9654374
TRIM68,TRIM68,6.299558
SEPT2,SEPT2,7.276143
C11orf86,C11orf86,0.5420347
FRMPD2,FRMPD2,7.461095
HES2,HES2,10.242889
MKLN1,MKLN1,4.8648357
VSIG1,VSIG1,10.495901
OST4,OST4,7.518333
KRCC1,KRCC1,9.3140955
IER2,IER2,7.2891374
CTSA,CTSA,6.6545353
MLH3,MLH3,4.252881
AKAP6,AKAP6,3.1585433
MYLK3,MYLK3,0.79760265
CGB,CGB,14.732856
P4HA1,P4HA1,7.2712126
CD3E,CD3E,7.32822
ANXA2R,ANXA2R,3.707889
RHOA,RHOA,7.5942926
DOCK10,DOCK10,6.528471
SYT11,SYT11,8.7381
C1orf85,C1orf85,5.893264
HNRNPH2,HNRNPH2,7.93297
C4orf40,C4orf40,0.49399325
RGS1,RGS1,6.7850127
NUP62CL,NUP62CL,4.124027
UAP1L1,UAP1L1,7.725375
DNPH1,DNPH1,5.9442954
BMP2,BMP2,4.3431025
CDV3,CDV3,6.361611
TPBG,TPBG,6.6813855
POLR2D,POLR2D,6.4537454
PLA2G4F,PLA2G4F,4.088939
ARHGAP20,ARHGAP20,7.1317453
C21orf49,C21orf49,4.0949144
AC004381.6,AC004381.6,3.2517176
SCG5,SCG5,6.6631765
HTN3,HTN3,4.7971635
PGA3,PGA3,1.3339108
SACM1L,SACM1L,6.8124747
OLFML2B,OLFML2B,5.106065
MYRIP,MYRIP,8.406588
JHDM1D,JHDM1D,4.303205
LYVE1,LYVE1,3.0745828
CTB-186H2.3,CTB-186H2.3,3.8143625
CUL4B,CUL4B,7.1675754
TIA1,TIA1,10.019561
HBZ,HBZ,0.19239627
FBLN2,FBLN2,5.375153
PTPRJ,PTPRJ,8.10363
ACTR2,ACTR2,8.299876
SMARCD3,SMARCD3,6.338155
AMIGO2,AMIGO2,5.1460342
SPTY2D1,SPTY2D1,4.550276
RDH11,RDH11,6.0766735
MALT1,MALT1,10.6847925
GPLD1,GPLD1,9.885768
COL15A1,COL15A1,6.8060684
RBM3,RBM3,7.484236
SGCB,SGCB,4.849119
WISP2,WISP2,6.8688474
NAPEPLD,NAPEPLD,5.0615025
ST18,ST18,0.8182717
YPEL5,YPEL5,6.596989
SLC6A13,SLC6A13,5.9434175
GSTA3,GSTA3,10.777325
HS3ST3B1,HS3ST3B1,6.501042
APOBEC4,APOBEC4,0.14274512
PLA2G5,PLA2G5,5.9703107
RAMP1,RAMP1,6.8189106
CCDC22,CCDC22,7.020208
EPN2,EPN2,8.850795
PCDHA6,PCDHA6,0.40697488
WDR92,WDR92,9.737719
ANKRD54,ANKRD54,5.70585
LRIT2,LRIT2,0.49652538
RP11-468E2.6,RP11-468E2.6,2.0595996
AC025287.1,AC025287.1,0.05482913
FAM166B,FAM166B,7.1081553
DHX33,DHX33,4.301348
CD27,CD27,8.836248
SIX3,SIX3,5.3462443
NCOR1,NCOR1,5.5412908
EIF4EBP3,EIF4EBP3,4.808938
CHST8,CHST8,1.034316
RAB7L1,RAB7L1,9.705486
TIAM1,TIAM1,10.740942
SETD1B,SETD1B,7.313681
FLJ14816,FLJ14816,0.23478284
CHCHD2,CHCHD2,7.6643806
HRK,HRK,5.095351
C11orf68,C11orf68,5.5082107
HMX2,HMX2,9.45252
KLRG1,KLRG1,9.345588
XKR4,XKR4,0.3356015
MAP2,MAP2,6.2172184
C9orf72,C9orf72,6.0980344
AC110771.1,AC110771.1,11.266003
TMEM110,TMEM110,4.3128953
ERGIC3,ERGIC3,7.655761
WBP2NL,WBP2NL,1.5716833
PCYT2,PCYT2,8.139244
SLC25A28,SLC25A28,8.401616
GRAPL,GRAPL,1.6367275
LGALS9,LGALS9,7.6070085
CTD-2215E18.1,CTD-2215E18.1,3.3658898
LAMC1,LAMC1,9.496194
NGF,NGF,2.9857092
GIPC1,GIPC1,6.8511677
C3orf20,C3orf20,6.7548933
PIRT,PIRT,0.18238421
RAET1G,RAET1G,4.4872966
TRHDE,TRHDE,1.0897214
FGF9,FGF9,10.610663
PKD2L1,PKD2L1,5.278053
NEK2,NEK2,7.2929106
RSPH10B2,RSPH10B2,0.51278645
RAB38,RAB38,6.9822307
BET1L,BET1L,6.1156754
RBM18,RBM18,6.44915
GTF2H3,GTF2H3,6.861159
MTRNR2L12,MTRNR2L12,4.6668406
ZNF608,ZNF608,3.8919156
ZMYND8,ZMYND8,9.123441
GLUD2,GLUD2,5.718688
MATN1,MATN1,0.7340586
ORM2,ORM2,0.9137526
GABRG3,GABRG3,0.75399095
SLC19A1,SLC19A1,5.068528
TM4SF5,TM4SF5,0.22991349
HLA-F,HLA-F,6.762
KAT6A,KAT6A,4.4485736
ITM2B,ITM2B,7.768764
CDS1,CDS1,4.6462555
C16orf45,C16orf45,7.0140367
MS4A7,MS4A7,4.243207
AC008271.1,AC008271.1,0.048152648
CCDC108,CCDC108,4.601021
NUP35,NUP35,4.650218
IQCF5,IQCF5,11.67022
PPP3CB,PPP3CB,6.809516
C8orf44-SGK3,C8orf44-SGK3,1.4326802
KLRC3,KLRC3,14.182578
NNAT,NNAT,4.8896766
MORC2,MORC2,7.2758203
SPRR1B,SPRR1B,8.398635
TSPAN11,TSPAN11,7.4625354
CALM1,CALM1,7.6227813
C19orf24,C19orf24,6.0244465
ZFYVE1,ZFYVE1,9.314948
SUZ12,SUZ12,8.033314
CCDC154,CCDC154,5.2721624
C6orf201,C6orf201,0.6475465
ZNF835,ZNF835,10.936382
OVGP1,OVGP1,10.546337
MSANTD2,MSANTD2,5.386554
HEATR3,HEATR3,6.8241906
ADAM20,ADAM20,0.5957892
ZNF214,ZNF214,10.514435
TCFL5,TCFL5,6.1029863
UBAP2L,UBAP2L,8.995249
C2orf50,C2orf50,2.8222156
CCDC166,CCDC166,7.3196774
SRGAP2,SRGAP2,6.5742474
EFTUD1,EFTUD1,4.6655436
CCNYL1,CCNYL1,7.226309
ARHGDIA,ARHGDIA,7.7072196
TEX12,TEX12,7.8484597
PFN2,PFN2,8.37381
NIT2,NIT2,9.480277
AC022400.2,AC022400.2,6.128488
NUTM2G,NUTM2G,4.5067997
CUEDC2,CUEDC2,5.6485686
UCKL1,UCKL1,9.37538
NLRP12,NLRP12,0.8233008
KCND1,KCND1,6.829462
AP2M1,AP2M1,7.639813
GPX4,GPX4,7.9724636
AC012414.1,AC012414.1,0.36521244
MAGEA9,MAGEA9,6.8171115
TMPRSS6,TMPRSS6,1.448167
CCNDBP1,CCNDBP1,6.263367
PER3,PER3,6.2780304
LRRC9,LRRC9,7.9875345
RAB3A,RAB3A,5.027884
ARHGEF16,ARHGEF16,6.0850606
CTSW,CTSW,5.7931924
ASB9,ASB9,12.538687
PDGFC,PDGFC,6.5943418
F3,F3,7.999131
ATP13A1,ATP13A1,5.8878045
C9orf66,C9orf66,5.394478
IQCF6,IQCF6,5.5151896
NHLH2,NHLH2,7.618042
L1TD1,L1TD1,4.1046743
VASP,VASP,6.529722
SLC35G1,SLC35G1,6.01936
TSSK4,TSSK4,6.27842
CPS1,CPS1,2.470494
SPDL1,SPDL1,9.645054
KIAA0895L,KIAA0895L,6.1626873
MUC4,MUC4,5.177809
SAMHD1,SAMHD1,7.187304
PDDC1,PDDC1,6.649139
UBE2I,UBE2I,7.317772
BTN3A1,BTN3A1,5.3479238
HINT1,HINT1,7.3104477
CMSS1,CMSS1,6.8352194
CPEB2,CPEB2,5.0522146
B3GAT3,B3GAT3,6.426109
LILRB1,LILRB1,3.2391427
YY1,YY1,7.0479703
FAM43B,FAM43B,8.38545
HS3ST5,HS3ST5,0.659185
SLC44A2,SLC44A2,7.26361
LRP2BP,LRP2BP,5.782583
RFC2,RFC2,6.71004
MAN1A1,MAN1A1,7.3575397
FAM188A,FAM188A,10.981428
PPA2,PPA2,8.600632
CYP2D6,CYP2D6,13.214047
KDSR,KDSR,5.7323422
OR7D2,OR7D2,6.4774094
MEIOB,MEIOB,1.4318624
GYPE,GYPE,4.601437
MAPK8,MAPK8,5.1430597
GKAP1,GKAP1,6.4387074
TANGO6,TANGO6,4.121329
MT4,MT4,4.018067
TLDC2,TLDC2,9.292673
CGB2,CGB2,4.410475
PGBD5,PGBD5,8.266538
KLC3,KLC3,5.8104463
EFHB,EFHB,4.578331
SATB2,SATB2,2.976775
HAO1,HAO1,8.259868
GRID1,GRID1,5.3020735
CA9,CA9,9.679538
ZNF547,ZNF547,2.7635663
FAT2,FAT2,7.3077707
PLN,PLN,2.179622
GEMIN2,GEMIN2,4.7170396
LIPA,LIPA,7.0846257
PLA2G12A,PLA2G12A,5.216446
NARS,NARS,6.2664433
SLC22A31,SLC22A31,10.802486
PARPBP,PARPBP,3.994541
TRIM32,TRIM32,11.02959
SLC19A2,SLC19A2,4.0183415
RPS4X,RPS4X,8.233036
WIPF3,WIPF3,7.312495
LILRB4,LILRB4,5.4036126
SERPINC1,SERPINC1,8.690476
GPR111,GPR111,1.3648874
MRC2,MRC2,6.1155615
ANGPT2,ANGPT2,3.8295228
CRISPLD1,CRISPLD1,3.5282884
MEGF8,MEGF8,6.0706387
CHD9,CHD9,4.528366
C4orf32,C4orf32,6.0749087
SMN2,SMN2,8.636073
MTERF,MTERF,11.076321
ADCY10,ADCY10,4.7671685
COPRS,COPRS,6.843332
SAA2,SAA2,6.8771906
PAQR8,PAQR8,6.142116
ELANE,ELANE,3.6897807
GPR155,GPR155,3.8982122
LY9,LY9,6.0437164
LRRC3C,LRRC3C,7.529549
MEF2B,MEF2B,8.541608
HNRNPA1L2,HNRNPA1L2,7.371162
DCAF12L1,DCAF12L1,7.8632636
ACSM2A,ACSM2A,11.652396
DCP1A,DCP1A,5.0829544
SMIM12,SMIM12,5.7689414
PHOX2B,PHOX2B,7.0602922
RTEL1-TNFRSF6B,RTEL1-TNFRSF6B,11.131268
POGK,POGK,5.002319
GDF1,GDF1,2.945738
SMC5,SMC5,6.2316866
ALDH4A1,ALDH4A1,5.817896
NDUFA13,NDUFA13,7.1350007
CADM4,CADM4,8.967876
KRIT1,KRIT1,5.9674706
NUPR1,NUPR1,7.9613204
MED31,MED31,7.08967
TRIP4,TRIP4,8.985366
RP2,RP2,11.234218
CEP128,CEP128,5.541712
VPS37B,VPS37B,5.529836
ARF6,ARF6,6.875605
SPNS1,SPNS1,8.374539
AVP,AVP,0.054279722
NFS1,NFS1,6.84669
C10orf12,C10orf12,7.8945923
FBF1,FBF1,6.7969103
CD99,CD99,6.470993
PITPNM1,PITPNM1,5.2605467
AC006486.1,AC006486.1,6.1614294
CTB-134H23.2,CTB-134H23.2,7.1219683
ADAM21,ADAM21,14.521231
RP11-680G10.1,RP11-680G10.1,12.090188
HIST1H2AJ,HIST1H2AJ,2.04026
PFKFB3,PFKFB3,6.1769266
MME,MME,5.4516973
C5orf52,C5orf52,7.8931375
ASGR1,ASGR1,2.504766
RAG1,RAG1,10.915699
SERPINB9,SERPINB9,4.1656303
SMAD2,SMAD2,6.5330715
SFTPA2,SFTPA2,2.6956758
FNBP4,FNBP4,8.437315
MYO9A,MYO9A,7.2553406
SERINC5,SERINC5,6.361026
E4F1,E4F1,8.090007
RP11-849F2.7,RP11-849F2.7,0.95714504
ACTR1A,ACTR1A,6.8478594
FAAH,FAAH,6.2153263
COL4A2,COL4A2,6.49803
SLC12A6,SLC12A6,4.522144
TMEM109,TMEM109,7.6516623
ITGB1,ITGB1,7.694039
YPEL2,YPEL2,3.7554817
ZCCHC12,ZCCHC12,0.8941517
SPPL2A,SPPL2A,6.047438
EMR3,EMR3,1.4697052
FAM135A,FAM135A,7.9768195
PIP,PIP,14.0056
DLGAP3,DLGAP3,8.340464
PYDC1,PYDC1,1.0987734
ADARB2,ADARB2,4.300288
AQP6,AQP6,0.7756526
STK31,STK31,2.379396
FUZ,FUZ,11.227503
RALGPS2,RALGPS2,6.623672
ROCK2,ROCK2,5.234507
TMEM41B,TMEM41B,4.886967
B3GNT9,B3GNT9,8.816691
BEST2,BEST2,4.023566
CLIC1,CLIC1,7.6473465
ADSSL1,ADSSL1,8.392361
MRPL42,MRPL42,6.3783565
DMBT1,DMBT1,5.0658584
PTPRU,PTPRU,8.87273
CDC20B,CDC20B,0.3863148
IFNA13,IFNA13,0.23740222
CLOCK,CLOCK,6.1333547
CAMSAP1,CAMSAP1,4.9579062
MYL10,MYL10,1.9257562
FHL5,FHL5,9.201326
PHC3,PHC3,10.784128
REPIN1,REPIN1,6.1427135
DNA2,DNA2,3.4784744
HLA-DRB1,HLA-DRB1,6.7535124
M1AP,M1AP,6.8882914
DHRS3,DHRS3,7.9785066
CPA6,CPA6,2.2104928
GPR128,GPR128,3.178937
GPT2,GPT2,9.792457
MT-ATP6,MT-ATP6,6.962332
PLXNA3,PLXNA3,4.5443144
EEF1A1,EEF1A1,7.446174
POLR3GL,POLR3GL,6.305266
NACC1,NACC1,6.6323295
ZNF280B,ZNF280B,8.832278
CD6,CD6,6.8460073
B4GALT1,B4GALT1,7.3730946
PPP1R14D,PPP1R14D,1.1245395
PROP1,PROP1,0.11129223
ANXA5,ANXA5,7.6272836
PIP5K1C,PIP5K1C,5.3965197
TMEM99,TMEM99,5.019257
SPATA22,SPATA22,11.043002
TACC2,TACC2,6.4836864
ABHD12B,ABHD12B,7.404375
PDLIM3,PDLIM3,4.8362107
NFKBIA,NFKBIA,7.9167924
SIAE,SIAE,7.7330647
SPATA31A7,SPATA31A7,8.213452
NPY5R,NPY5R,3.044284
PRRG3,PRRG3,4.2031207
C8orf34,C8orf34,4.6785913
CLEC18A,CLEC18A,3.8386862
FXYD6,FXYD6,4.6818457
HNRNPL,HNRNPL,7.1490474
HMGB1,HMGB1,7.8176346
E2F4,E2F4,6.9443793
CCNB2,CCNB2,6.6907244
TSHR,TSHR,1.1444534
CAMK1D,CAMK1D,4.0944924
MYL6,MYL6,6.80193
SLC1A3,SLC1A3,4.5276012
SPACA3,SPACA3,11.211139
SEC63,SEC63,6.3097916
NCBP2L,NCBP2L,4.5704904
KIAA0754,KIAA0754,5.521575
TNFAIP8L1,TNFAIP8L1,6.1629844
BAI2,BAI2,8.686724
TOE1,TOE1,4.8561044
MRPL19,MRPL19,6.745871
NCOA6,NCOA6,7.2957916
MRPL47,MRPL47,8.608144
TMEM57,TMEM57,7.674891
OTOF,OTOF,4.2224455
IRS4,IRS4,2.3597493
C5orf60,C5orf60,0.76310337
IFT88,IFT88,8.737075
PPIB,PPIB,7.8792653
MAMSTR,MAMSTR,5.821164
PTPLAD2,PTPLAD2,7.3563147
ZNF346,ZNF346,5.067511
CEP95,CEP95,5.580147
RP11-231C14.4,RP11-231C14.4,4.922796
SLC35E1,SLC35E1,5.888161
KCTD6,KCTD6,5.5948377
RTN4R,RTN4R,5.8294277
GLRA4,GLRA4,3.2654216
DHPS,DHPS,5.8890276
PPA1,PPA1,7.1101522
SPRR2G,SPRR2G,8.399742
DOCK6,DOCK6,10.067473
MRPL49,MRPL49,5.86803
KIAA1731,KIAA1731,6.0843725
HRH4,HRH4,5.5925245
ZRANB1,ZRANB1,8.159912
PHC2,PHC2,9.338232
HEG1,HEG1,6.0802436
C12orf66,C12orf66,5.43855
MROH2B,MROH2B,6.7160945
FAF2,FAF2,7.289965
HIST3H2A,HIST3H2A,7.3489866
C20orf197,C20orf197,4.5638733
DTNA,DTNA,4.8424783
ANGPTL7,ANGPTL7,4.8384733
ZNF408,ZNF408,5.1096168
SLC39A8,SLC39A8,4.3748717
RENBP,RENBP,11.290736
SYTL1,SYTL1,5.664783
SLC2A10,SLC2A10,7.308453
PLA2G2D,PLA2G2D,1.8162534
TPSD1,TPSD1,1.8788128
SOWAHD,SOWAHD,2.0439794
STRA6,STRA6,5.019602
EVI5L,EVI5L,6.1797075
SPECC1,SPECC1,6.796207
FAM20A,FAM20A,4.6378345
IPPK,IPPK,5.7091613
ZDHHC19,ZDHHC19,5.800244
EVI5,EVI5,3.8591492
ZNF117,ZNF117,3.2921205
CSNK1E,CSNK1E,7.7886705
PANK1,PANK1,3.3444335
PNMA2,PNMA2,1.7123032
C16orf87,C16orf87,6.4695787
RHBDF1,RHBDF1,6.927459
GPR37,GPR37,3.9609334
ADSS,ADSS,6.6188645
UGT2B17,UGT2B17,1.1691442
TLR6,TLR6,7.9998536
TMSB4Y,TMSB4Y,5.2612796
RAD18,RAD18,3.894686
PMF1-BGLAP,PMF1-BGLAP,7.139757
PIGS,PIGS,5.8496175
MAGEA2B,MAGEA2B,10.498343
RBM45,RBM45,5.134478
GMPR,GMPR,8.600374
SKIL,SKIL,7.0354605
KIF21B,KIF21B,8.8132305
NDOR1,NDOR1,6.03436
PROKR2,PROKR2,3.8090532
CACNA1I,CACNA1I,0.69697934
KLHDC1,KLHDC1,2.2087598
TMCC3,TMCC3,5.4107966
TNNT2,TNNT2,4.0702543
VANGL2,VANGL2,4.8049326
BSG,BSG,7.7561636
ITGA2,ITGA2,7.503665
FAM214B,FAM214B,6.519554
DFNB59,DFNB59,9.319744
SELENBP1,SELENBP1,4.0026827
NKAIN3,NKAIN3,0.2521951
MNAT1,MNAT1,5.699062
C1orf123,C1orf123,5.447473
SUGP1,SUGP1,7.907892
SRSF11,SRSF11,8.4621315
DUSP21,DUSP21,12.5436945
SNCA,SNCA,4.485216
TENM2,TENM2,8.251078
RBM11,RBM11,7.6505184
CYTH4,CYTH4,3.9483771
KIAA1658,KIAA1658,1.0591303
HLA-DOA,HLA-DOA,4.255529
PRPF39,PRPF39,8.320865
CTAGE5,CTAGE5,5.2058697
BTBD2,BTBD2,5.956788
ZFYVE28,ZFYVE28,5.982649
ATXN3,ATXN3,6.463962
HIST1H3B,HIST1H3B,7.959262
MBD3L5,MBD3L5,2.7383792
DHH,DHH,10.286574
BDNF,BDNF,2.0845332
CNNM4,CNNM4,9.916381
SUGP2,SUGP2,5.0674663
LRRC2,LRRC2,1.2250389
PTPDC1,PTPDC1,5.219517
RIOK3,RIOK3,6.275855
CRADD,CRADD,5.249026
